Note,ADULT_CONTENT,HEALTH,DRUGS_ALCOHOL_GAMBLING,RACE,VIOLENCE_CRIME,POLITICS,RELATION,LOCATION
booze,0,0,1,0,0,0,0,0
dinner drink tip loring place,0,0,1,0,0,0,0,0
drinks two,0,0,1,0,0,0,0,0
gastro bar dublin,0,0,1,0,0,0,0,1
cigarettes,0,0,1,0,0,0,0,0
poker,0,0,1,0,0,0,0,0
gamble future,0,0,1,0,0,0,0,0
gambling illegal bushwood never slice,0,0,1,0,1,0,0,1
beer pong floatie,0,0,1,0,0,0,0,0
bottles champagne,0,0,1,0,0,0,0,0
bauer addiction,0,0,1,0,0,0,0,0
drink congrats big day,0,0,1,0,0,0,0,0
boat beers,0,0,1,0,0,0,0,0
tequila hell,0,0,1,0,0,0,0,0
lost bet,0,0,1,0,0,0,0,0
chinese people,0,0,0,1,0,0,0,0
black free people thank,0,0,0,1,0,0,0,0
jewish people,0,0,0,1,0,0,0,0
bible study,0,0,0,1,0,0,0,0
many white people bar food beer dope,0,0,0,1,0,0,0,0
black people,0,0,0,1,0,0,0,0
white people wedding,0,0,0,1,0,0,1,0
thai grandma made us food,0,0,0,1,0,0,0,0
god bless delaware,0,0,0,1,0,0,0,0
tarralucci american cut,0,0,0,1,0,0,0,0
north korean transmissions,0,0,0,1,0,0,0,0
russian holy water,0,0,0,1,0,0,0,0
thai ladyboys,0,0,0,1,0,0,0,0
wana prove black people pay bills ahead time august rent birch,0,0,0,1,0,0,0,0
christian spotify,0,0,0,1,0,0,0,0
jew,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
jew jew debt,0,0,0,1,0,0,0,0
annotated bible,0,0,0,1,0,0,0,0
ndian pan flute music,0,0,0,1,0,0,0,0
chinese mungus,0,0,0,1,0,0,0,0
fraudulent indonesian cuff links,0,0,0,1,0,0,0,0
jewish conspiracy monthly dues,0,0,0,1,0,0,0,0
asian conspiracy,0,0,0,1,0,0,0,0
jew let know moms aunts portion paid,0,0,0,1,0,0,0,0
black people,0,0,0,1,0,0,0,0
white people wedding,0,0,0,1,0,0,0,0
hate white people racist,0,0,0,1,0,0,0,0
like gods made thing infernet people good bad hurr burr thomas edisjn wifxh,0,0,0,1,0,0,0,0
hated russian entirety american history,0,0,0,1,0,0,0,0
black free people top,0,0,0,1,0,0,0,0
asian people food,0,0,0,1,0,0,0,0
black people use cash app amirite,0,0,0,1,0,0,0,0
black people problems,0,0,0,1,0,0,0,0
love keep telling people jesus,0,0,0,1,0,0,0,0
mexican people,0,0,0,1,0,0,0,0
black people stuff,0,0,0,1,0,0,0,0
black people dont open bible till need tattoo,0,0,0,1,0,0,0,0
black people,0,0,0,1,0,0,0,0
asian people look,0,0,0,1,0,0,0,0
little chinese people clean house,0,0,0,1,0,0,0,0
w greater joy peace fully know jesus,0,0,0,1,0,0,0,0
black people,0,0,0,1,0,0,0,0
go share jesus people,0,0,0,1,0,0,0,0
supporting asian people everywhere,0,0,0,1,0,0,0,0
curt damn army american immigrants land poutine price increase 17 18 people curt math good,0,0,0,1,0,0,0,0
app fees church people,0,0,0,1,0,0,0,0
people alcohol jeez,0,0,0,1,0,0,0,0
taxes biggest scam endured american people taken laying,0,0,0,1,0,0,0,0
black people dangerous,0,0,0,1,0,0,0,0
george bush doesnt care black people,0,0,0,1,0,0,0,0
today people getting worse church yesterday saw guy lighting cigarette candle shocked dropped beer bottle,0,0,0,1,0,0,0,0
black bears colorblind people,0,0,0,1,0,0,0,0
japanese people saying massachusetts,0,0,0,1,0,0,0,0
chinese people cooking,0,0,0,1,0,0,0,0
black people table next us talking taxidermy thats brendan waiting tell,0,0,0,1,0,0,0,0
black people defense fund,0,0,0,1,0,0,0,0
dude hating black people wrong,0,0,0,1,0,0,0,0
wears black loves dogs avoids people,0,0,0,1,0,0,0,0
chinese people,0,0,0,1,0,0,0,0
chinese people,0,0,0,1,0,0,0,0
jesus alan,0,0,0,1,0,0,0,0
el tiempo mexican 39411 people buddy,0,0,0,1,0,0,0,0
black people,0,0,0,1,0,0,0,0
george bush care black people,0,0,0,1,0,0,0,0
go hands feet jesus standing prayer serve love people well guys loved appreciated valued blessings,0,0,0,1,0,0,0,0
black people,0,0,0,1,0,0,0,0
asian people,0,0,0,1,0,0,0,0
black ppl,0,0,0,1,0,0,0,0
chinese ppl,0,0,0,1,0,0,0,0
black ppl music day,0,0,0,1,0,0,0,0
asian ppl,0,0,0,1,0,0,0,0
bible stidy supplies,0,0,0,1,0,0,0,0
american samoa medical supplies,0,0,0,1,0,0,0,0
black ppl,0,0,0,1,0,0,0,0
asian ppl everywhere ucla,0,0,0,1,0,0,0,0
black ppl food,0,0,0,1,0,0,0,0
bible study coupon applied,0,0,0,1,0,0,0,0
mexican dinner party supplies,0,0,0,1,0,0,0,0
chinese food apple sauce,0,0,0,1,0,0,0,0
chinese bananas apples,0,0,0,1,0,0,0,0
black ppl,0,0,0,1,0,0,0,0
team black ppl mcgregor,0,0,0,1,0,0,0,0
white ppl think radical,0,0,0,1,0,0,0,0
asian,0,0,0,1,0,0,0,0
jewish,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
chinese talking parrot,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
jewish holiday,0,0,0,1,0,0,0,0
bogota latin bistro,0,0,0,1,0,0,0,0
italiano,0,0,0,1,0,0,0,0
irish stuff,0,0,0,1,0,0,0,0
australian love,0,0,0,1,0,0,0,0
jewish,0,0,0,1,0,0,0,0
blanch sánchez people church send prayers well wishes,0,0,0,1,0,0,0,0
first chinese experience lolz,0,0,0,1,0,0,0,0
asian garden,0,0,0,1,0,0,0,0
ethiopian,0,0,0,1,0,0,0,0
africa stuff,0,0,0,1,0,0,0,0
christian lyss,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
chinese friday,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
next one german shepherd minus über fare,0,0,0,1,0,0,0,0
lord savior jesus christ,0,0,0,1,0,0,0,0
vieira services american fork 27th,0,0,0,1,0,0,0,0
chinese gourmet,0,0,0,1,0,0,0,0
foodo italiano,0,0,0,1,0,0,0,0
black hills,0,0,0,1,0,0,0,0
black beauty,0,0,0,1,0,0,0,0
little asian,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
africa,0,0,0,1,0,0,0,0
jesus christ u lucky,0,0,0,1,0,0,0,0
bible club,0,0,0,1,0,0,0,0
jew,0,0,0,1,0,0,0,0
20 black,0,0,0,1,0,0,0,0
white girl,0,0,0,1,0,0,0,0
chinese hunnay,0,0,0,1,0,0,0,0
chinese creek,0,0,0,1,0,0,0,0
asian peepee,0,0,0,1,0,0,0,0
church offering,0,0,0,1,0,0,0,0
reading bible verses,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
energy jesus filled day,0,0,0,1,0,0,0,0
50 black,0,0,0,1,0,0,0,0
jewish need help,0,0,0,1,0,0,0,0
asian,0,0,0,1,0,0,0,0
asian,0,0,0,1,0,0,0,0
jewish,0,0,0,1,0,0,0,0
black,0,0,0,1,0,0,0,0
rest oh man missed venmo minus 20 chinese wrong venmo,0,0,0,1,0,0,0,0
canadian smoothie,0,0,0,1,0,0,0,0
italiano,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
jesus,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
black jane,0,0,0,1,0,0,0,0
bible studies,0,0,0,1,0,0,0,0
black jac,0,0,1,0,0,0,0,0
thanks dicking daughter know racist,0,0,0,1,0,0,1,0
vatican,0,0,0,1,0,0,0,0
black eyed betty,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
black ppl,0,0,0,1,0,0,0,0
german tho,0,0,0,1,0,0,0,0
black ball,0,0,0,1,0,0,0,0
canadian things,0,0,0,1,0,0,0,0
black booze,0,0,0,1,0,0,0,0
singing chinese,0,0,0,1,0,0,0,0
dom jew,0,0,0,1,0,0,0,0
enjoy israel enjoy keratin,0,0,0,1,0,0,0,0
chinese immigrants,0,0,0,1,0,0,0,0
church,0,0,0,1,0,0,0,0
seltzies chinese,0,0,0,1,0,0,0,0
german tramps good,0,0,0,1,0,0,0,0
yellow mexican street dildos,0,0,0,1,0,0,0,0
black,0,0,0,1,0,0,0,0
latin delights ex girlfriend,0,0,0,1,0,0,0,0
black,0,0,0,1,0,0,0,0
chinese nom noms,0,0,0,1,0,0,0,0
russian space chopper,0,0,0,1,0,0,0,0
good german waddah,0,0,0,1,0,0,0,0
chinese glasses,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
russian irish riots,0,0,0,1,0,0,0,0
thai,0,0,0,1,0,0,0,0
black people,0,0,0,1,0,0,0,0
american experiance,0,0,0,1,0,0,0,0
racial jokes,0,0,0,1,0,0,0,0
bible study,0,0,0,1,0,0,0,0
put black,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
prig jewish tonight,0,0,0,1,0,0,0,0
subtle asian traits,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
latin night,0,0,0,1,0,0,0,0
australian spin class,0,0,0,1,0,0,0,0
chinese 5 years later,0,0,0,1,0,0,0,0
nice south african man,0,0,0,1,0,0,0,0
中国人优步 chinese uber,0,0,0,1,0,0,0,0
hate white people,0,0,0,1,0,0,0,0
chinese girlfriend,0,0,0,1,0,0,0,0
israel,0,0,0,1,0,0,0,0
fake italian,0,0,0,1,0,0,0,0
american booi,0,0,0,1,0,0,0,0
black bottoms,0,0,0,1,0,0,0,0
canadian sed,0,0,0,1,0,0,0,0
gas money jesus birthday,0,0,0,1,0,0,1,0
israel,0,0,0,1,0,0,0,0
american ice,0,0,0,1,0,0,0,0
nun republican accountants,0,0,0,0,0,1,0,0
taylor israel,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
nectar lord jesus,0,0,0,1,0,0,0,0
church,0,0,0,1,0,0,0,0
asian american russian,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
asian laundry mat,0,0,0,1,0,0,0,0
israel housee,0,0,0,1,0,0,0,0
mexican pastries,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
black thai,0,0,0,1,0,0,0,0
japanese food,0,0,0,1,0,0,0,0
ethiopian,0,0,0,1,0,0,0,0
oh jesus,0,0,0,1,0,0,0,0
jesus loves,0,0,0,1,0,0,0,0
canadian football,0,0,0,1,0,0,0,0
ur asian,0,0,0,1,0,0,0,0
sunday church breakfast run,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
old black man,0,0,0,1,0,0,0,0
cuz good girl loves ya mama loves jesus merica,0,0,0,1,0,0,0,0
asian place,0,0,0,1,0,0,0,0
venmo go church,0,0,0,1,0,0,0,0
ball israel tennis daniel esses allen bailey,0,0,0,1,0,0,0,0
church offering,0,0,0,1,0,0,0,0
european fun,0,0,0,1,0,0,0,0
nig,0,0,0,1,0,0,0,0
nigerian prince tax,0,0,0,1,0,1,0,0
go irish,0,0,0,1,0,0,0,0
ethiopian,0,0,0,1,0,0,0,0
ministry peace christ,0,0,0,1,0,0,0,0
nig,0,0,0,1,0,0,0,0
long european nights,0,0,0,1,0,0,0,0
black free people top,0,0,0,1,0,0,0,0
jewish heritage night lchaimmein,0,0,0,1,0,0,0,0
croquettes japanese style,0,0,0,1,0,0,0,0
jewish,0,0,0,1,0,0,0,0
underwhelming mexican,0,0,0,1,0,0,0,0
lyft chinese schmeet,0,0,0,1,0,0,0,0
black bear,0,0,0,1,0,0,0,0
death mexican,0,0,0,1,0,0,0,0
scariest hotel ever also pay chinese yet,0,0,0,1,0,0,0,0
chad christian,0,0,0,1,0,0,0,0
nigerian scam,0,0,0,1,0,0,0,0
sweet jesus,0,0,0,1,0,0,0,0
pitch black gifts thank,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
uber asian descent,0,0,0,1,0,0,0,0
radical nuns,0,0,0,1,0,0,0,0
little white puppy,0,0,0,1,0,0,0,0
mexican chinken,0,0,0,1,0,0,0,0
ward welden bible club,0,0,0,1,0,0,0,0
black bear,0,0,0,1,0,0,0,0
hannah turning asian pedicure salon,0,0,0,1,0,0,0,0
latin jazz,0,0,0,1,0,0,0,0
jesus dues,0,0,0,1,0,0,0,0
jew,0,0,0,1,0,0,0,0
asian,0,0,0,1,0,0,0,0
church group,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
thai guy,0,0,0,1,0,0,0,0
im best asian team,0,0,0,1,0,0,0,0
chinese transportation,0,0,0,1,0,0,0,0
cheese ya nig,0,0,0,1,0,0,0,0
frosty nig,0,0,0,1,0,0,0,0
american,0,0,0,1,0,0,0,0
chinese n slides,0,0,0,1,0,0,0,0
drank asian,0,0,0,1,0,0,0,0
chinese food,0,0,0,1,0,0,0,0
black sands,0,0,0,1,0,0,0,0
mexican nut,0,0,0,1,0,0,0,0
black bawlz,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
jewish,0,0,0,1,0,0,0,0
tonight satan,0,0,0,1,0,0,0,0
vegan chinese,0,0,0,1,0,0,0,0
asian city,0,0,0,1,0,0,0,0
chinese food,0,0,0,0,0,0,0,0
black jack,0,0,0,1,0,0,0,0
jeez,0,0,0,1,0,0,0,0
israeli,0,0,0,1,0,0,0,0
let ride black,0,0,0,1,0,0,0,0
black cat cash,0,0,0,1,0,0,0,0
favorite russian jew,0,0,0,1,0,0,0,0
jihad,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
jewish holiday,0,0,0,1,0,0,0,0
pants israel thanks,0,0,0,1,0,0,0,0
miss black america pageant,0,0,0,1,0,0,0,0
italian wedding,0,0,0,1,0,0,1,0
australian love,0,0,0,1,0,0,0,0
blake jew,0,0,0,1,0,0,0,0
thai,0,0,0,1,0,0,0,0
chinese buena vista,0,0,0,1,0,0,0,0
mexican izza,0,0,0,1,0,0,0,0
jew,0,0,0,1,0,0,0,0
quirky mexican,0,0,0,1,0,0,0,0
ethiopian,0,0,0,1,0,0,0,0
jew,0,0,0,1,0,0,0,0
buddha,0,0,0,1,0,0,0,0
ginger jesus,0,0,0,1,0,0,0,0
american,0,0,0,1,0,0,0,0
workers chinese woo,0,0,0,1,0,0,0,0
irish,0,0,0,1,0,0,0,0
mexican valium,0,0,0,1,0,0,0,0
jesus fries,0,0,0,1,0,0,0,0
chinese girlfriend,0,0,0,1,0,0,0,0
vatican,0,0,0,1,0,0,0,0
mall chinese,0,0,0,1,0,0,0,0
canadian war maybe ever,0,0,0,1,0,0,0,0
shiva,0,0,0,1,0,0,0,0
jew,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
africa,0,0,0,1,0,0,0,0
africa,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
asian outpost,0,0,0,1,0,0,0,0
jeez,0,0,0,1,0,0,0,0
african bih,0,0,0,1,0,0,0,0
american penal system,0,0,0,1,0,0,0,0
wet hot american summer,0,0,0,1,0,0,0,0
bible,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
canadian money,0,0,0,1,0,0,0,0
weird hole wall mexican place,0,0,0,1,0,0,0,0
ur stupid keyboard jesus,0,0,0,1,0,0,0,0
small white,0,0,0,1,0,0,0,0
black free people top,0,0,0,1,0,0,0,0
chinese restaurant,0,0,0,1,0,0,0,0
canadian dollars,0,0,0,1,0,0,0,0
mambo italiano,0,0,0,1,0,0,0,0
european currency,0,0,0,1,0,0,0,0
ywam yay jesus,0,0,0,1,0,0,0,0
chinese gas,0,0,0,1,0,0,0,0
africa,0,0,0,1,0,0,0,0
black,0,0,0,1,0,0,0,0
israel,0,0,0,1,0,0,0,0
jew,0,0,0,1,0,0,0,0
american wife,0,0,0,1,0,0,0,0
chinese food,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
black sox,0,0,0,1,0,0,0,0
london africa,0,0,0,1,0,0,0,0
got american spirit,0,0,0,1,0,0,0,0
jesus,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
mexican stapon,0,0,0,1,0,0,0,0
jewish heritage night lchaimmein,0,0,0,1,0,0,0,0
good old church retreat,0,0,0,1,0,0,0,0
asian,0,0,0,1,0,0,0,0
black gold baby,0,0,0,1,0,0,0,0
fat buddha,0,0,0,1,0,0,0,0
stop russian romantic poet k bye,0,0,0,1,0,0,0,0
american girl,0,0,0,1,0,0,0,0
black,0,0,0,1,0,0,0,0
eric church good night spooning ps florida georgia line amazing love ya,0,0,0,1,0,0,0,0
nigerian scam,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
japanese,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
israel,0,0,0,1,0,0,0,0
thai,0,0,0,1,0,0,0,0
christian,0,0,0,1,0,0,0,0
thai,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
asian cultural appropriation,0,0,0,1,0,0,0,0
good christian fun,0,0,0,1,0,0,0,0
good asian stuff,0,0,0,1,0,0,0,0
rich asians,0,0,0,1,0,0,0,0
frosty nig,0,0,0,1,0,0,0,0
muslim discount,0,0,0,1,0,0,0,0
jew,0,0,0,1,0,0,0,0
nig,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
german poo,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
mexican dankness,0,0,0,1,0,0,0,0
thank chinese tradition,0,0,0,1,0,0,0,0
mexican food refund,0,0,0,1,0,0,0,0
mm israeli bears,0,0,0,1,0,0,0,0
hailing satan,0,0,0,1,0,0,0,0
gas bill christian,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
jeez,0,0,0,1,0,0,0,0
european,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
mexican people,0,0,0,1,0,0,0,0
asian market bubble tea,0,0,0,1,0,0,0,0
wreckless racing postcards,0,0,0,1,0,0,0,0
ethiopian visa,0,0,0,1,0,0,0,0
mid american,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
asian garden,0,0,0,1,0,0,0,0
space jeez,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
christian pay check,0,0,0,1,0,0,0,0
bible study lesson,0,0,0,1,0,0,0,0
mid american,0,0,0,1,0,0,0,0
jew house,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
jewish,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
chinese haha,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
jesus piece,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
jessie christ,0,0,0,1,0,0,0,0
food chinese theatre,0,0,0,1,0,0,0,0
jew bible,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
bible study,0,0,0,1,0,0,0,0
jesus loves,0,0,0,1,0,0,0,0
da asian,0,0,0,1,0,0,0,0
jew boy,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
jesus water,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
nig nugs,0,0,0,1,0,0,0,0
rock jesus haiti,0,0,0,1,0,0,0,0
asians,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
lil jew,0,0,0,1,0,0,0,0
thai,0,0,0,1,0,0,0,0
jew,0,0,0,1,0,0,0,0
lil jew,0,0,0,1,0,0,0,0
bua thai,0,0,0,1,0,0,0,0
jew,0,0,0,1,0,0,0,0
thai,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
african bih,0,0,0,1,0,0,0,0
jew,0,0,0,1,0,0,0,0
white gurl waste,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
jew,0,0,0,1,0,0,0,0
italiano de,0,0,0,1,0,0,0,0
ok jew,0,0,0,1,0,0,0,0
chinese dog dinner,0,0,0,1,0,0,0,0
asian 101,0,0,0,1,0,0,0,0
large coke jew,0,0,0,1,0,0,0,0
church,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
ur dirty mexican,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
black people fine guess,0,0,0,1,0,0,0,0
niger,0,0,0,1,0,0,0,0
asian,0,0,0,1,0,0,0,0
u careful u park jeez,0,0,0,1,0,0,0,0
jew girl,0,0,0,1,0,0,0,0
chinese strippers,1,0,0,1,0,0,0,0
american girl,0,0,0,1,0,0,0,0
jesus take wheel,0,0,0,1,0,0,0,0
canadian,0,0,0,1,0,0,0,0
welcome church,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
delicious israel,0,0,0,1,0,0,0,0
jesus time,0,0,0,1,0,0,0,0
mexican bounty,0,0,0,1,0,0,0,0
catholic illini athletics team fee reimbursement,0,0,0,1,0,0,0,0
israel,0,0,0,1,0,0,0,0
jew,0,0,0,1,0,0,0,0
asian massage,0,0,0,1,0,0,0,0
south africa,0,0,0,1,0,0,0,0
nice jewish girls,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
church sub,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
savage race,0,0,0,1,0,0,0,0
jew,0,0,0,1,0,0,0,0
latin tutoring,0,0,0,1,0,0,0,0
asian hackers man,0,0,0,1,0,0,0,0
latin materials books,0,0,0,1,0,0,0,0
jeez,0,0,0,1,0,0,0,0
canadian special limited blend,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
thai,0,0,0,1,0,0,0,0
christian,0,0,0,1,0,0,0,0
rest nig,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
christian,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
bible,0,0,0,1,0,0,0,0
asian,0,0,0,1,0,0,0,0
ethiopian,0,0,0,1,0,0,0,0
jew,0,0,0,1,0,0,0,0
worst mexican ever wash,0,0,0,1,0,0,0,0
german friend,0,0,0,1,0,0,0,0
poorly canadian slots,0,0,0,1,0,0,0,0
basic white girl,0,0,0,1,0,0,0,0
italianyes italiano,0,0,0,1,0,0,0,0
olga mexican,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
bought africa rock band,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
foodo italiano,0,0,0,1,0,0,0,0
indian people,0,0,0,1,0,0,0,0
save jesus,0,0,0,1,0,0,0,0
pre comedy mexican minus post comedy,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
good christian woman,0,0,0,1,0,0,0,0
italiano,0,0,0,1,0,0,0,0
christian duties,0,0,0,1,0,0,0,0
jesus christ,0,0,0,1,0,0,0,0
jewish background,0,0,0,1,0,0,0,0
asian court,0,0,0,1,0,0,0,0
jesus,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
jewish,0,0,0,1,0,0,0,0
christ,0,0,0,1,0,0,0,0
needing jesus,0,0,0,1,0,0,0,0
african shopping,0,0,0,1,0,0,0,0
spreading jesus papua new guinea,0,0,0,1,0,0,0,0
european,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
church,0,0,0,1,0,0,0,0
jew,0,0,0,1,0,0,0,0
best mexican,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
negroes,0,0,0,1,0,0,0,0
mexican,0,0,0,1,0,0,0,0
black,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
italiano,0,0,0,1,0,0,0,0
japanese dmt,0,0,0,1,0,0,0,0
black beautiful,0,0,0,1,0,0,0,0
italiano,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
thai,0,0,0,1,0,0,0,0
jew gas,0,0,0,1,0,0,0,0
africa,0,0,0,1,0,0,0,0
tall blonde asian lolla zomboy,0,0,0,1,0,0,0,0
bible thumpin american boi,0,0,0,1,0,0,0,0
buddha,0,0,0,1,0,0,0,0
fake italian,0,0,0,1,0,0,0,0
mexican grub,0,0,0,1,0,0,0,0
thai,0,0,0,1,0,0,0,0
latin night,0,0,0,1,0,0,0,0
superfreak save tears jesus,0,0,0,1,0,0,0,0
white woman,0,0,0,1,0,0,0,0
ur tru american,0,0,0,1,0,0,0,0
black,0,0,0,1,0,0,0,0
jew,0,0,0,1,0,0,0,0
bible study,0,0,0,1,0,0,0,0
tue thai,0,0,0,1,0,0,0,0
thanks jew,0,0,0,1,0,0,0,0
king thai,0,0,0,1,0,0,0,0
jew,0,0,0,1,0,0,0,0
racial slur,0,0,0,1,0,0,0,0
nigerian,0,0,0,1,0,0,0,0
satan,0,0,0,1,0,0,0,0
nig sauce,0,0,0,1,0,0,0,0
nig,0,0,0,1,0,0,0,0
ibiza jew dinn,0,0,0,1,0,0,0,0
jew squid,0,0,0,1,0,0,0,0
97 got paid 40 keeping 150 like jew,0,0,0,1,0,0,0,0
representing jew u200d,0,0,0,1,0,0,0,0
go jew,0,0,0,1,0,0,0,0
big league jew dj set,0,0,0,1,0,0,0,0
medical bills jew boi,0,0,0,1,0,0,0,0
want going pay jew,0,0,0,1,0,0,0,0
mango jew pod,0,0,0,1,0,0,0,0
indian,0,0,0,1,0,0,0,0
indian rootz,0,0,0,1,0,0,0,0
underwear u made buy weird indian guy,0,0,0,1,0,0,0,0
indian burial ground curse removal,0,0,0,1,0,0,0,0
indian noms,0,0,0,1,0,0,0,0
always eat indian food starving,0,0,0,1,0,0,0,0
indian clothes plane like snakes plane get,0,0,0,1,0,0,0,0
indian stuff,0,0,0,1,0,0,0,0
indian,0,0,0,1,0,0,0,0
indian explosion,0,0,0,1,0,0,0,0
indian giver,0,0,0,1,0,0,0,0
cause know indian givers,0,0,0,1,0,0,0,0
tue thai,0,0,0,1,0,0,0,0
indian goodness,0,0,0,1,0,0,0,0
jewish,0,0,0,1,0,0,0,0
chinese shot,0,0,0,1,0,0,0,0
european invasion,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
brand new bible,0,0,0,1,0,0,0,0
customized hulk hogan bible,0,0,0,1,0,0,0,0
bible study leaders,0,0,0,1,0,0,0,0
christian smells,0,0,0,1,0,0,0,0
jesus,0,0,0,1,0,0,0,0
africa,0,0,0,1,0,0,0,0
white people things,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
los negros,0,0,0,1,0,0,0,0
chinese gymnastics team,0,0,0,1,0,0,0,0
chinese,0,0,0,1,0,0,0,0
church dean,0,0,0,1,0,0,0,0
indian rituals u200d u200d u200d,0,0,0,1,0,0,0,0
best indian sunburn burn years,0,0,0,1,0,0,0,0
indian tears,0,0,0,1,0,0,0,0
chronic indian cuisine,0,0,0,1,0,0,0,0
indian 2,0,0,0,1,0,0,0,0
killing negros block,0,0,0,1,0,0,0,0
indian delightz,0,0,0,1,0,0,0,0
hey everyone else give camden money going indian kids need,0,0,0,1,0,0,0,0
indian pt 1,0,0,0,1,0,0,0,0
indian 0t 2,0,0,0,1,0,0,0,0
